#Utama, Raditya, and Jorge Piekarewicz. "Refining mass formulas for astrophysical applications: A Bayesian neural network approach." Physical Review C 96.4 (2017): 044308.
#DZ10
#   BNN-Refined Duflo-Zuker Model (6931 nuclei)                     
#   -------------------------------------------                     
#    Z    N         B(MeV)              S1p(MeV)            S2p(MeV)
   66   71   1083.476 0.786D+00     0.577 0.360D-01    -0.437 0.627D-01
   67   71   1081.437 0.104D+01    -2.037 0.461D-01    -1.460 0.817D-01
   68   71   1081.004 0.138D+01    -0.432 0.560D-01    -2.469 0.102D+00
   69   71   1077.920 0.179D+01    -3.082 0.645D-01    -3.514 0.120D+00
   70   71   1076.457 0.223D+01    -1.462 0.707D-01    -4.544 0.135D+00
   72   71   1069.184 0.316D+01     0.000 0.000D+00    -7.270 0.150D+00
   24   72    528.708 0.523D+01     0.000 0.000D+00     0.000 0.000D+00
   25   72    557.672 0.473D+01    28.967 0.159D+00     0.000 0.000D+00
   26   72    589.662 0.427D+01    31.990 0.199D+00    60.957 0.344D+00
   27   72    618.422 0.424D+01    28.759 0.111D+00    60.749 0.298D+00
   28   72    649.048 0.428D+01    30.625 0.875D-01    59.384 0.192D+00
   29   72    674.558 0.435D+01    25.508 0.795D-01    56.133 0.166D+00
   30   72    701.566 0.442D+01    27.007 0.696D-01    52.515 0.148D+00
   31   72    724.839 0.442D+01    23.272 0.589D-01    50.279 0.127D+00
   32   72    749.686 0.432D+01    24.848 0.505D-01    48.120 0.108D+00
   33   72    770.954 0.411D+01    21.268 0.468D-01    46.116 0.953D-01
   34   72    793.873 0.378D+01    22.921 0.479D-01    44.189 0.928D-01
   35   72    813.354 0.336D+01    19.483 0.521D-01    42.404 0.986D-01
   36   72    834.523 0.286D+01    21.171 0.576D-01    40.654 0.109D+00
   37   72    852.363 0.231D+01    17.843 0.629D-01    39.013 0.120D+00
   38   72    871.934 0.175D+01    19.574 0.662D-01    37.417 0.129D+00
   39   72    888.286 0.124D+01    16.355 0.651D-01    35.929 0.131D+00
   40   72    906.496 0.848D+00    18.211 0.575D-01    34.567 0.122D+00
   41   72    920.820 0.627D+00    14.326 0.441D-01    32.537 0.101D+00
   42   72    937.101 0.527D+00    16.283 0.302D-01    30.608 0.729D-01
   43   72    950.440 0.495D+00    13.340 0.231D-01    29.623 0.505D-01
   44   72    965.696 0.497D+00    15.258 0.198D-01    28.598 0.407D-01
   45   72    977.767 0.484D+00    12.073 0.168D-01    27.330 0.338D-01
   46   72    991.620 0.451D+00    13.855 0.191D-01    25.928 0.331D-01
   47   72   1002.165 0.445D+00    10.546 0.226D-01    24.401 0.406D-01
   48   72   1014.934 0.483D+00    12.771 0.222D-01    23.316 0.439D-01
   49   72   1024.046 0.523D+00     9.112 0.205D-01    21.882 0.409D-01
   50   72   1035.337 0.542D+00    11.291 0.219D-01    20.403 0.404D-01
   51   72   1041.871 0.541D+00     6.534 0.219D-01    17.825 0.417D-01
   52   72   1050.548 0.525D+00     8.676 0.231D-01    15.210 0.418D-01
   53   72   1056.047 0.490D+00     5.498 0.231D-01    14.174 0.432D-01
   54   72   1063.652 0.441D+00     7.603 0.275D-01    13.100 0.469D-01
   55   72   1068.049 0.427D+00     4.394 0.324D-01    11.997 0.576D-01
   56   72   1074.419 0.436D+00     6.368 0.279D-01    10.762 0.581D-01
   57   72   1077.785 0.424D+00     3.365 0.205D-01     9.733 0.458D-01
   58   72   1082.824 0.398D+00     5.039 0.185D-01     8.404 0.367D-01
   59   72   1085.508 0.378D+00     2.685 0.185D-01     7.724 0.359D-01
   60   72   1089.821 0.372D+00     4.314 0.185D-01     6.999 0.362D-01
   61   72   1091.314 0.381D+00     1.495 0.190D-01     5.809 0.368D-01
   62   72   1094.456 0.407D+00     3.144 0.193D-01     4.639 0.377D-01
   63   72   1094.826 0.441D+00     0.372 0.190D-01     3.516 0.377D-01
   64   72   1096.849 0.478D+00     2.025 0.198D-01     2.397 0.379D-01
   65   72   1096.149 0.539D+00    -0.699 0.242D-01     1.326 0.429D-01
   66   72   1097.116 0.664D+00     0.968 0.322D-01     0.270 0.556D-01
   67   72   1095.375 0.884D+00    -1.740 0.420D-01    -0.771 0.738D-01
   68   72   1095.306 0.120D+01    -0.068 0.518D-01    -1.807 0.935D-01
   69   72   1092.553 0.158D+01    -2.751 0.606D-01    -2.819 0.112D+00
   70   72   1091.418 0.200D+01    -1.133 0.676D-01    -3.884 0.128D+00
   71   72   1087.630 0.245D+01    -3.786 0.724D-01    -4.920 0.140D+00
   72   72   1085.548 0.290D+01    -2.080 0.750D-01    -5.867 0.147D+00
   74   72   1076.676 0.376D+01     0.000 0.000D+00    -8.870 0.149D+00
   24   73    525.251 0.527D+01     0.000 0.000D+00     0.000 0.000D+00
   25   73    555.226 0.486D+01    29.978 0.140D+00     0.000 0.000D+00
   26   73    586.797 0.418D+01    31.572 0.215D+00    61.550 0.333D+00
   27   73    616.548 0.410D+01    29.750 0.123D+00    61.321 0.326D+00
   28   73    646.972 0.418D+01    30.422 0.944D-01    60.171 0.209D+00
   29   73    673.494 0.434D+01    26.520 0.863D-01    56.942 0.180D+00
   30   73    700.346 0.451D+01    26.851 0.758D-01    53.371 0.162D+00
   31   73    724.541 0.462D+01    24.194 0.636D-01    51.045 0.139D+00
   32   73    749.238 0.461D+01    24.697 0.526D-01    48.891 0.115D+00
   33   73    771.355 0.447D+01    22.117 0.465D-01    46.814 0.968D-01
   34   73    794.127 0.419D+01    22.773 0.471D-01    44.890 0.912D-01
   35   73    814.398 0.378D+01    20.273 0.525D-01    43.047 0.978D-01
   36   73    835.448 0.327D+01    21.053 0.598D-01    41.326 0.111D+00
   37   73    854.044 0.269D+01    18.599 0.668D-01    39.652 0.126D+00
   38   73    873.535 0.207D+01    19.495 0.716D-01    38.094 0.138D+00
   39   73    890.598 0.148D+01    17.066 0.721D-01    36.561 0.143D+00
   40   73    908.752 0.100D+01    18.158 0.660D-01    35.224 0.138D+00
   41   73    923.755 0.698D+00    15.005 0.529D-01    33.162 0.118D+00
   42   73    940.034 0.546D+00    16.281 0.367D-01    31.286 0.886D-01
   43   73    954.028 0.482D+00    13.995 0.255D-01    30.276 0.596D-01
   44   73    969.374 0.474D+00    15.348 0.216D-01    29.343 0.444D-01
   45   73    982.147 0.475D+00    12.774 0.185D-01    28.122 0.377D-01
   46   73    996.177 0.451D+00    14.032 0.188D-01    26.806 0.341D-01
   47   73   1007.433 0.436D+00    11.257 0.226D-01    25.289 0.397D-01
   48   73   1020.161 0.465D+00    12.729 0.232D-01    23.986 0.448D-01
   49   73   1030.162 0.508D+00    10.001 0.215D-01    22.729 0.429D-01
   50   73   1041.419 0.537D+00    11.257 0.229D-01    21.258 0.422D-01
   51   73   1048.685 0.553D+00     7.265 0.231D-01    18.523 0.441D-01
   52   73   1057.264 0.548D+00     8.579 0.233D-01    15.844 0.432D-01
   53   73   1063.422 0.510D+00     6.156 0.234D-01    14.735 0.435D-01
   54   73   1070.963 0.449D+00     7.539 0.284D-01    13.695 0.479D-01
   55   73   1075.996 0.430D+00     5.030 0.348D-01    12.569 0.610D-01
   56   73   1082.369 0.457D+00     6.370 0.316D-01    11.400 0.645D-01
   57   73   1086.208 0.452D+00     3.839 0.220D-01    10.209 0.510D-01
   58   73   1091.569 0.413D+00     5.361 0.183D-01     9.199 0.373D-01
   59   73   1094.286 0.370D+00     2.718 0.193D-01     8.079 0.362D-01
   60   73   1098.836 0.350D+00     4.552 0.198D-01     7.271 0.383D-01
   61   73   1100.795 0.360D+00     1.960 0.199D-01     6.512 0.391D-01
   62   73   1104.188 0.392D+00     3.395 0.192D-01     5.355 0.386D-01
   63   73   1104.983 0.425D+00     0.797 0.179D-01     4.192 0.364D-01
   64   73   1107.267 0.448D+00     2.285 0.176D-01     3.082 0.344D-01
   65   73   1106.953 0.477D+00    -0.312 0.212D-01     1.973 0.375D-01
   66   73   1108.182 0.560D+00     1.231 0.287D-01     0.918 0.491D-01
   67   73   1106.820 0.738D+00    -1.361 0.380D-01    -0.130 0.662D-01
   68   73   1107.027 0.102D+01     0.208 0.475D-01    -1.153 0.852D-01
   69   73   1104.627 0.137D+01    -2.398 0.563D-01    -2.190 0.104D+00
   70   73   1103.782 0.177D+01    -0.843 0.637D-01    -3.241 0.120D+00
   71   73   1100.322 0.220D+01    -3.458 0.694D-01    -4.302 0.133D+00
   72   73   1098.797 0.264D+01    -1.524 0.732D-01    -4.982 0.142D+00
   74   73   1091.462 0.349D+01     0.000 0.000D+00    -7.332 0.150D+00
   24   74    523.294 0.530D+01     0.000 0.000D+00     0.000 0.000D+00
   25   74    552.965 0.505D+01    29.673 0.122D+00     0.000 0.000D+00
   26   74    585.482 0.414D+01    32.518 0.228D+00    62.192 0.315D+00
   27   74    614.980 0.400D+01    29.496 0.136D+00    62.015 0.353D+00
   28   74    646.446 0.411D+01    31.464 0.100D+00    60.961 0.227D+00
   29   74    672.843 0.434D+01    26.395 0.913D-01    57.859 0.190D+00
   30   74    700.706 0.459D+01    27.861 0.808D-01    54.256 0.172D+00
   31   74    724.792 0.480D+01    24.085 0.677D-01    51.946 0.148D+00
   32   74    750.410 0.488D+01    25.617 0.548D-01    49.702 0.121D+00
   33   74    772.426 0.480D+01    22.017 0.464D-01    47.634 0.987D-01
   34   74    796.050 0.456D+01    23.625 0.460D-01    45.642 0.894D-01
   35   74    816.230 0.417D+01    20.182 0.526D-01    43.807 0.963D-01
   36   74    838.078 0.365D+01    21.852 0.618D-01    42.033 0.113D+00
   37   74    856.616 0.303D+01    18.542 0.706D-01    40.394 0.131D+00
   38   74    876.863 0.237D+01    20.251 0.769D-01    38.793 0.147D+00
   39   74    893.904 0.172D+01    17.044 0.786D-01    37.296 0.155D+00
   40   74    912.772 0.117D+01    18.873 0.738D-01    35.917 0.152D+00
   41   74    927.790 0.787D+00    15.021 0.614D-01    33.894 0.135D+00
   42   74    944.759 0.594D+00    16.971 0.438D-01    31.992 0.104D+00
   43   74    958.798 0.504D+00    14.041 0.283D-01    31.012 0.700D-01
   44   74    974.828 0.471D+00    16.032 0.226D-01    30.073 0.475D-01
   45   74    987.755 0.472D+00    12.928 0.206D-01    28.960 0.408D-01
   46   74   1002.514 0.458D+00    14.760 0.193D-01    27.688 0.370D-01
   47   74   1014.240 0.434D+00    11.727 0.222D-01    26.487 0.393D-01
   48   74   1027.682 0.445D+00    13.442 0.237D-01    25.170 0.447D-01
   49   74   1037.648 0.480D+00     9.965 0.222D-01    23.408 0.443D-01
   50   74   1049.777 0.513D+00    12.128 0.235D-01    22.094 0.434D-01
   51   74   1056.936 0.544D+00     7.158 0.241D-01    19.286 0.458D-01
   52   74   1066.215 0.554D+00     9.278 0.235D-01    16.436 0.444D-01
   53   74   1072.285 0.523D+00     6.068 0.233D-01    15.346 0.436D-01
   54   74   1080.476 0.458D+00     8.189 0.282D-01    14.257 0.476D-01
   55   74   1085.482 0.433D+00     5.003 0.362D-01    13.192 0.623D-01
   56   74   1092.476 0.477D+00     6.993 0.351D-01    11.996 0.696D-01
   57   74   1096.339 0.490D+00     3.861 0.242D-01    10.854 0.569D-01
   58   74   1102.179 0.443D+00     5.841 0.179D-01     9.702 0.382D-01
   59   74   1105.091 0.375D+00     2.913 0.198D-01     8.754 0.357D-01
   60   74   1109.682 0.333D+00     4.592 0.215D-01     7.505 0.406D-01
   61   74   1111.867 0.341D+00     2.187 0.213D-01     6.779 0.423D-01
   62   74   1115.711 0.381D+00     3.846 0.196D-01     6.033 0.404D-01
   63   74   1116.781 0.418D+00     1.072 0.170D-01     4.918 0.360D-01
   64   74   1119.485 0.435D+00     2.705 0.156D-01     3.777 0.315D-01
   65   74   1119.457 0.439D+00    -0.027 0.183D-01     2.678 0.325D-01
   66   74   1121.079 0.477D+00     1.623 0.253D-01     1.596 0.428D-01
   67   74   1120.007 0.607D+00    -1.071 0.340D-01     0.552 0.589D-01
   68   74   1120.590 0.844D+00     0.585 0.431D-01    -0.486 0.769D-01
   69   74   1118.485 0.116D+01    -2.104 0.517D-01    -1.519 0.945D-01
   70   74   1118.213 0.154D+01    -0.271 0.592D-01    -2.375 0.111D+00
   71   74   1115.262 0.195D+01    -2.949 0.655D-01    -3.220 0.124D+00
   72   74   1114.114 0.237D+01    -1.146 0.703D-01    -4.095 0.135D+00
   73   74   1110.259 0.280D+01    -3.854 0.735D-01    -5.000 0.143D+00
   74   74   1108.199 0.321D+01    -2.058 0.750D-01    -5.912 0.148D+00
   24   75    519.968 0.535D+01     0.000 0.000D+00     0.000 0.000D+00
   25   75    550.692 0.531D+01    30.727 0.115D+00     0.000 0.000D+00
   26   75    582.723 0.417D+01    32.032 0.237D+00    62.759 0.291D+00
   27   75    613.182 0.395D+01    30.457 0.150D+00    62.489 0.377D+00
   28   75    644.395 0.408D+01    31.212 0.104D+00    61.669 0.244D+00
   29   75    671.798 0.436D+01    27.401 0.942D-01    58.612 0.197D+00
   30   75    699.478 0.468D+01    27.678 0.836D-01    55.079 0.178D+00
   31   75    724.505 0.494D+01    25.026 0.704D-01    52.704 0.153D+00
   32   75    749.956 0.509D+01    25.450 0.566D-01    50.476 0.126D+00
   33   75    772.836 0.507D+01    22.881 0.465D-01    48.331 0.101D+00
   34   75    796.316 0.487D+01    23.481 0.451D-01    46.362 0.882D-01
   35   75    817.296 0.449D+01    20.982 0.523D-01    44.464 0.948D-01
   36   75    839.023 0.397D+01    21.731 0.633D-01    42.713 0.114D+00
   37   75    858.311 0.334D+01    19.292 0.737D-01    41.023 0.136D+00
   38   75    878.471 0.264D+01    20.165 0.813D-01    39.457 0.154D+00
   39   75    896.226 0.195D+01    17.759 0.842D-01    37.924 0.165D+00
   40   75    915.026 0.134D+01    18.804 0.804D-01    36.564 0.164D+00
   41   75    930.746 0.907D+00    15.724 0.689D-01    34.528 0.149D+00
   42   75    947.686 0.680D+00    16.943 0.509D-01    32.666 0.119D+00
   43   75    962.384 0.569D+00    14.700 0.323D-01    31.643 0.816D-01
   44   75    978.430 0.503D+00    16.047 0.231D-01    30.747 0.515D-01
   45   75    992.040 0.482D+00    13.610 0.223D-01    29.658 0.427D-01
   46   75   1006.930 0.470D+00    14.892 0.209D-01    28.502 0.409D-01
   47   75   1019.372 0.441D+00    12.442 0.219D-01    27.334 0.402D-01
   48   75   1032.990 0.428D+00    13.618 0.237D-01    26.060 0.441D-01
   49   75   1043.626 0.445D+00    10.635 0.227D-01    24.253 0.448D-01
   50   75   1055.702 0.475D+00    12.074 0.238D-01    22.710 0.441D-01
   51   75   1063.607 0.517D+00     7.904 0.248D-01    19.979 0.467D-01
   52   75   1072.745 0.543D+00     9.136 0.236D-01    17.041 0.453D-01
   53   75   1079.473 0.526D+00     6.726 0.230D-01    15.862 0.434D-01
   54   75   1087.560 0.464D+00     8.085 0.272D-01    14.811 0.462D-01
   55   75   1093.197 0.432D+00     5.635 0.360D-01    13.720 0.610D-01
   56   75   1100.166 0.486D+00     6.967 0.377D-01    12.602 0.723D-01
   57   75   1104.641 0.523D+00     4.474 0.271D-01    11.442 0.628D-01
   58   75   1110.510 0.482D+00     5.869 0.176D-01    10.344 0.407D-01
   59   75   1113.895 0.396D+00     3.387 0.198D-01     9.256 0.344D-01
   60   75   1118.825 0.329D+00     4.931 0.230D-01     8.318 0.421D-01
   61   75   1121.138 0.326D+00     2.314 0.230D-01     7.246 0.456D-01
   62   75   1125.173 0.372D+00     4.037 0.204D-01     6.352 0.430D-01
   63   75   1126.648 0.416D+00     1.476 0.167D-01     5.513 0.366D-01
   64   75   1129.560 0.433D+00     2.913 0.139D-01     4.389 0.295D-01
   65   75   1129.907 0.423D+00     0.348 0.157D-01     3.261 0.280D-01
   66   75   1131.751 0.422D+00     1.845 0.219D-01     2.192 0.367D-01
   67   75   1131.039 0.498D+00    -0.712 0.301D-01     1.133 0.516D-01
   68   75   1131.850 0.686D+00     0.813 0.386D-01     0.101 0.684D-01
   69   75   1130.291 0.966D+00    -1.558 0.467D-01    -0.746 0.850D-01
   70   75   1130.502 0.131D+01     0.213 0.541D-01    -1.345 0.100D+00
   71   75   1127.914 0.169D+01    -2.587 0.607D-01    -2.374 0.114D+00
   72   75   1127.066 0.209D+01    -0.846 0.663D-01    -3.433 0.127D+00
   73   75   1123.578 0.250D+01    -3.486 0.707D-01    -4.332 0.137D+00
   74   75   1121.824 0.291D+01    -1.752 0.737D-01    -5.238 0.144D+00
   24   76    518.115 0.542D+01     0.000 0.000D+00     0.000 0.000D+00
   25   76    548.543 0.562D+01    30.431 0.124D+00     0.000 0.000D+00
   26   76    581.491 0.431D+01    32.949 0.242D+00    63.380 0.264D+00
   27   76    611.612 0.397D+01    30.121 0.165D+00    63.069 0.398D+00
   28   76    643.867 0.411D+01    32.253 0.107D+00    62.374 0.261D+00
   29   76    671.106 0.441D+01    27.237 0.948D-01    59.491 0.200D+00
   30   76    699.798 0.476D+01    28.691 0.840D-01    55.928 0.179D+00
   31   76    724.697 0.505D+01    24.898 0.711D-01    53.588 0.155D+00
   32   76    751.095 0.523D+01    26.398 0.576D-01    51.295 0.128D+00
   33   76    773.875 0.524D+01    22.781 0.471D-01    49.179 0.103D+00
   34   76    798.228 0.508D+01    24.354 0.447D-01    47.136 0.885D-01
   35   76    819.114 0.473D+01    20.889 0.519D-01    45.243 0.937D-01
   36   76    841.653 0.422D+01    22.542 0.636D-01    43.431 0.114D+00
   37   76    860.870 0.359D+01    19.222 0.753D-01    41.765 0.138D+00
   38   76    881.800 0.288D+01    20.935 0.840D-01    40.158 0.159D+00
   39   76    899.514 0.217D+01    17.720 0.880D-01    38.655 0.171D+00
   40   76    919.041 0.153D+01    19.531 0.855D-01    37.251 0.173D+00
   41   76    934.758 0.107D+01    15.721 0.753D-01    35.252 0.160D+00
   42   76    952.392 0.809D+00    17.636 0.578D-01    33.358 0.132D+00
   43   76    967.104 0.677D+00    14.714 0.375D-01    32.350 0.941D-01
   44   76    983.810 0.575D+00    16.707 0.244D-01    31.421 0.583D-01
   45   76    997.499 0.510D+00    13.689 0.235D-01    30.396 0.443D-01
   46   76   1013.090 0.484D+00    15.592 0.231D-01    29.281 0.448D-01
   47   76   1025.714 0.452D+00    12.625 0.221D-01    28.216 0.429D-01
   48   76   1040.055 0.417D+00    14.340 0.232D-01    26.965 0.435D-01
   49   76   1051.145 0.409D+00    11.089 0.229D-01    25.429 0.446D-01
   50   76   1063.872 0.429D+00    12.726 0.238D-01    23.815 0.444D-01
   51   76   1071.640 0.478D+00     7.766 0.251D-01    20.492 0.471D-01
   52   76   1081.489 0.520D+00     9.848 0.235D-01    17.614 0.456D-01
   53   76   1088.084 0.518D+00     6.593 0.225D-01    16.441 0.428D-01
   54   76   1096.825 0.466D+00     8.739 0.255D-01    15.332 0.440D-01
   55   76   1102.393 0.426D+00     5.567 0.344D-01    14.305 0.575D-01
   56   76   1110.000 0.479D+00     7.605 0.387D-01    13.172 0.717D-01
   57   76   1114.460 0.540D+00     4.460 0.303D-01    12.065 0.673D-01
   58   76   1120.954 0.517D+00     6.495 0.182D-01    10.954 0.450D-01
   59   76   1124.399 0.428D+00     3.446 0.189D-01     9.941 0.328D-01
   60   76   1129.796 0.338D+00     5.399 0.238D-01     8.845 0.419D-01
   61   76   1132.316 0.317D+00     2.521 0.247D-01     7.920 0.482D-01
   62   76   1136.522 0.364D+00     4.208 0.218D-01     6.729 0.462D-01
   63   76   1138.161 0.415D+00     1.640 0.170D-01     5.848 0.384D-01
   64   76   1141.481 0.436D+00     3.321 0.129D-01     4.961 0.289D-01
   65   76   1142.051 0.421D+00     0.571 0.133D-01     3.892 0.244D-01
   66   76   1144.276 0.394D+00     2.225 0.188D-01     2.796 0.311D-01
   67   76   1143.802 0.417D+00    -0.473 0.262D-01     1.752 0.446D-01
   68   76   1145.251 0.548D+00     1.450 0.339D-01     0.977 0.599D-01
   69   76   1144.119 0.780D+00    -1.132 0.414D-01     0.318 0.751D-01
   70   76   1144.675 0.108D+01     0.558 0.486D-01    -0.574 0.897D-01
   71   76   1142.411 0.143D+01    -2.263 0.553D-01    -1.705 0.104D+00
   72   76   1141.936 0.181D+01    -0.474 0.615D-01    -2.737 0.116D+00
   73   76   1138.779 0.220D+01    -3.155 0.669D-01    -3.629 0.128D+00
   74   76   1137.384 0.260D+01    -1.394 0.712D-01    -4.548 0.138D+00
   75   76   1133.434 0.300D+01    -3.948 0.740D-01    -5.341 0.145D+00
   76   76   1131.227 0.339D+01    -2.205 0.751D-01    -6.153 0.149D+00
   25   77    546.205 0.598D+01     0.000 0.000D+00     0.000 0.000D+00
   26   77    578.616 0.455D+01    32.413 0.241D+00     0.000 0.000D+00
   27   77    609.664 0.406D+01    31.047 0.182D+00    63.460 0.415D+00
   28   77    641.614 0.418D+01    31.948 0.110D+00    62.996 0.280D+00
   29   77    669.860 0.448D+01    28.245 0.932D-01    60.194 0.200D+00
   30   77    698.350 0.481D+01    28.489 0.822D-01    56.734 0.175D+00
   31   77    724.210 0.510D+01    25.860 0.699D-01    54.349 0.152D+00
