#Utama, Raditya, and Jorge Piekarewicz. "Refining mass formulas for astrophysical applications: A Bayesian neural network approach." Physical Review C 96.4 (2017): 044308.
#DZ10
#   BNN-Refined Duflo-Zuker Model (6931 nuclei)                     
#   -------------------------------------------                     
#    Z    N         B(MeV)              S1n(MeV)            S2n(MeV)
   69   84   1235.107 0.275D+00    10.641 0.846D-02    19.720 0.179D-01
   69   85   1243.763 0.279D+00     8.656 0.776D-02    19.297 0.160D-01
   69   86   1254.044 0.283D+00    10.281 0.740D-02    18.937 0.150D-01
   69   87   1262.502 0.285D+00     8.458 0.731D-02    18.739 0.146D-01
   69   88   1272.426 0.286D+00     9.924 0.747D-02    18.382 0.147D-01
   69   89   1280.585 0.288D+00     8.159 0.786D-02    18.083 0.152D-01
   69   90   1290.159 0.292D+00     9.574 0.839D-02    17.733 0.162D-01
   69   91   1298.026 0.299D+00     7.867 0.884D-02    17.441 0.171D-01
   69   92   1307.256 0.309D+00     9.230 0.895D-02    17.097 0.177D-01
   69   93   1315.029 0.321D+00     7.773 0.860D-02    17.004 0.174D-01
   69   94   1324.396 0.330D+00     9.368 0.802D-02    17.141 0.164D-01
   69   95   1332.090 0.333D+00     7.694 0.787D-02    17.062 0.155D-01
   69   96   1341.152 0.329D+00     9.062 0.866D-02    16.756 0.162D-01
   69   97   1348.424 0.320D+00     7.271 0.100D-01    16.333 0.185D-01
   69   98   1356.854 0.311D+00     8.430 0.112D-01    15.701 0.211D-01
   69   99   1363.692 0.307D+00     6.838 0.116D-01    15.268 0.227D-01
   69  100   1371.625 0.309D+00     7.932 0.114D-01    14.770 0.229D-01
   69  101   1378.019 0.317D+00     6.393 0.106D-01    14.325 0.218D-01
   69  102   1385.449 0.327D+00     7.430 0.975D-02    13.823 0.202D-01
   69  103   1391.365 0.333D+00     5.915 0.917D-02    13.345 0.187D-01
   69  104   1398.294 0.335D+00     6.929 0.918D-02    12.843 0.181D-01
   69  105   1403.737 0.330D+00     5.443 0.989D-02    12.372 0.188D-01
   69  106   1410.158 0.321D+00     6.421 0.112D-01    11.864 0.208D-01
   69  107   1415.161 0.314D+00     5.003 0.128D-01    11.424 0.238D-01
   69  108   1421.102 0.316D+00     5.941 0.143D-01    10.944 0.270D-01
   69  109   1426.188 0.336D+00     5.086 0.155D-01    11.027 0.297D-01
   69  110   1432.274 0.374D+00     6.088 0.162D-01    11.174 0.316D-01
   69  111   1437.089 0.426D+00     4.815 0.165D-01    10.903 0.325D-01
   69  112   1442.877 0.486D+00     5.789 0.169D-01    10.605 0.332D-01
   69  113   1447.224 0.552D+00     4.348 0.179D-01    10.137 0.344D-01
   69  114   1452.584 0.622D+00     5.361 0.198D-01     9.710 0.374D-01
   69  115   1456.820 0.700D+00     4.237 0.225D-01     9.599 0.421D-01
   69  116   1462.052 0.790D+00     5.234 0.255D-01     9.471 0.478D-01
   69  117   1466.070 0.892D+00     4.019 0.285D-01     9.253 0.537D-01
   69  118   1471.037 0.101D+01     4.968 0.318D-01     8.987 0.598D-01
   69  119   1474.914 0.114D+01     3.878 0.367D-01     8.846 0.676D-01
   69  120   1479.669 0.129D+01     4.755 0.448D-01     8.633 0.805D-01
   69  121   1483.234 0.146D+01     3.566 0.569D-01     8.321 0.101D+00
   69  122   1487.613 0.169D+01     4.378 0.720D-01     7.944 0.128D+00
   69  123   1490.887 0.199D+01     3.272 0.882D-01     7.650 0.160D+00
   69  124   1494.890 0.236D+01     4.001 0.103D+00     7.273 0.191D+00
   69  125   1497.699 0.279D+01     2.807 0.116D+00     6.808 0.218D+00
   69  126   1501.190 0.326D+01     3.487 0.124D+00     6.295 0.239D+00
   69  127   1502.662 0.376D+01     1.468 0.129D+00     4.955 0.252D+00
   69  128   1504.820 0.427D+01     2.155 0.130D+00     3.623 0.258D+00
   69  129   1506.049 0.476D+01     1.224 0.129D+00     3.379 0.259D+00
   69  130   1507.961 0.522D+01     1.908 0.128D+00     3.132 0.257D+00
   69  131   1509.006 0.567D+01     1.040 0.126D+00     2.949 0.253D+00
   69  132   1510.739 0.610D+01     1.729 0.123D+00     2.770 0.249D+00
   69  133   1511.657 0.651D+01     0.914 0.120D+00     2.644 0.243D+00
   69  134   1513.351 0.690D+01     1.691 0.116D+00     2.605 0.236D+00
   69  135   1514.972 0.728D+01     1.618 0.111D+00     3.309 0.226D+00
   69  136   1517.206 0.764D+01     2.231 0.104D+00     3.849 0.215D+00
   69  137   1518.645 0.798D+01     1.437 0.980D-01     3.668 0.202D+00
   69  138   1520.672 0.830D+01     2.025 0.920D-01     3.462 0.190D+00
   69  139   1521.926 0.860D+01     1.253 0.869D-01     3.277 0.179D+00
   69  140   1523.736 0.888D+01     1.809 0.832D-01     3.062 0.170D+00
   69  141   1524.792 0.914D+01     1.054 0.810D-01     2.863 0.164D+00
   69  142   1526.370 0.939D+01     1.578 0.802D-01     2.632 0.161D+00
   69  143   1527.209 0.963D+01     0.839 0.805D-01     2.416 0.160D+00
   69  144   1528.548 0.986D+01     1.338 0.816D-01     2.177 0.162D+00
   69  145   1529.155 0.101D+02     0.606 0.830D-01     1.944 0.164D+00
   69  146   1530.227 0.103D+02     1.072 0.843D-01     1.678 0.167D+00
   69  147   1530.593 0.105D+02     0.366 0.852D-01     1.438 0.169D+00
   69  148   1531.391 0.107D+02     0.799 0.855D-01     1.165 0.171D+00
   69  149   1531.510 0.109D+02     0.119 0.850D-01     0.918 0.170D+00
   69  150   1532.028 0.111D+02     0.518 0.837D-01     0.637 0.169D+00
   69  151   1531.892 0.113D+02    -0.136 0.814D-01     0.382 0.165D+00
   69  152   1532.111 0.115D+02     0.219 0.781D-01     0.083 0.159D+00
   69  153   1531.702 0.117D+02    -0.409 0.739D-01    -0.190 0.152D+00
   69  154   1531.623 0.118D+02    -0.079 0.689D-01    -0.488 0.143D+00
   69  155   1530.932 0.120D+02    -0.691 0.634D-01    -0.770 0.132D+00
   69  156   1530.556 0.121D+02    -0.376 0.574D-01    -1.067 0.121D+00
   69  157   1529.572 0.122D+02    -0.983 0.516D-01    -1.359 0.109D+00
   69  158   1528.880 0.122D+02    -0.693 0.464D-01    -1.676 0.976D-01
   69  159   1527.605 0.123D+02    -1.275 0.427D-01    -1.968 0.885D-01
   69  160   1526.597 0.123D+02    -1.009 0.414D-01    -2.284 0.833D-01
   69  161   1525.352 0.123D+02    -1.245 0.432D-01    -2.254 0.838D-01
   69  162   1524.719 0.122D+02    -0.633 0.479D-01    -1.878 0.904D-01
   69  163   1523.566 0.122D+02    -1.153 0.550D-01    -1.786 0.102D+00
   69  164   1522.652 0.121D+02    -0.915 0.636D-01    -2.068 0.118D+00
   69  165   1521.226 0.121D+02    -1.427 0.731D-01    -2.342 0.136D+00
   69  166   1520.026 0.120D+02    -1.201 0.829D-01    -2.628 0.156D+00
   69  167   1518.311 0.120D+02    -1.716 0.927D-01    -2.917 0.176D+00
   69  168   1516.821 0.119D+02    -1.491 0.102D+00    -3.207 0.195D+00
   69  169   1514.976 0.119D+02    -1.847 0.111D+00    -3.338 0.213D+00
   70   62    930.960 0.502D+01     0.000 0.000D+00     0.000 0.000D+00
   70   63    947.741 0.457D+01    16.781 0.863D-01     0.000 0.000D+00
   70   64    966.257 0.418D+01    18.515 0.814D-01    35.297 0.167D+00
   70   65    982.301 0.382D+01    16.045 0.766D-01    34.560 0.158D+00
   70   66   1000.092 0.351D+01    17.790 0.719D-01    33.835 0.148D+00
   70   67   1015.395 0.322D+01    15.303 0.673D-01    33.093 0.139D+00
   70   68   1032.470 0.295D+01    17.074 0.630D-01    32.377 0.130D+00
   70   69   1047.033 0.270D+01    14.563 0.590D-01    31.637 0.122D+00
   70   70   1063.374 0.247D+01    16.339 0.552D-01    30.902 0.114D+00
   70   71   1076.457 0.223D+01    13.082 0.515D-01    29.421 0.106D+00
   70   72   1091.418 0.200D+01    14.960 0.479D-01    28.042 0.990D-01
   70   73   1103.782 0.177D+01    12.363 0.445D-01    27.323 0.920D-01
   70   74   1118.213 0.154D+01    14.429 0.413D-01    26.791 0.854D-01
   70   75   1130.502 0.131D+01    12.288 0.385D-01    26.717 0.794D-01
   70   76   1144.675 0.108D+01    14.172 0.357D-01    26.460 0.738D-01
   70   77   1156.407 0.870D+00    11.731 0.328D-01    25.902 0.682D-01
   70   78   1169.986 0.679D+00    13.577 0.296D-01    25.308 0.621D-01
   70   79   1181.290 0.519D+00    11.303 0.259D-01    24.880 0.553D-01
   70   80   1194.401 0.396D+00    13.110 0.220D-01    24.414 0.478D-01
   70   81   1205.133 0.313D+00    10.730 0.182D-01    23.841 0.401D-01
   70   82   1217.667 0.268D+00    12.534 0.147D-01    23.264 0.328D-01
   70   83   1226.938 0.253D+00     9.271 0.119D-01    21.805 0.265D-01
   70   84   1237.960 0.253D+00    11.022 0.986D-02    20.293 0.216D-01
   70   85   1246.896 0.259D+00     8.936 0.852D-02    19.958 0.182D-01
   70   86   1257.579 0.267D+00    10.682 0.771D-02    19.618 0.161D-01
   70   87   1266.089 0.274D+00     8.510 0.722D-02    19.193 0.148D-01
   70   88   1276.538 0.280D+00    10.449 0.693D-02    18.960 0.140D-01
   70   89   1284.736 0.285D+00     8.198 0.684D-02    18.647 0.137D-01
   70   90   1294.871 0.290D+00    10.136 0.700D-02    18.334 0.137D-01
   70   91   1302.753 0.294D+00     7.882 0.739D-02    18.018 0.143D-01
   70   92   1312.561 0.300D+00     9.807 0.788D-02    17.690 0.152D-01
   70   93   1320.132 0.309D+00     7.571 0.823D-02    17.379 0.160D-01
   70   94   1329.787 0.318D+00     9.655 0.823D-02    17.226 0.164D-01
   70   95   1337.455 0.327D+00     7.668 0.787D-02    17.323 0.159D-01
   70   96   1346.978 0.330D+00     9.523 0.757D-02    17.192 0.152D-01
   70   97   1354.348 0.327D+00     7.370 0.802D-02    16.893 0.152D-01
   70   98   1363.247 0.317D+00     8.898 0.931D-02    16.269 0.170D-01
   70   99   1370.175 0.305D+00     6.928 0.107D-01    15.826 0.199D-01
   70  100   1378.582 0.296D+00     8.406 0.116D-01    15.334 0.222D-01
   70  101   1385.065 0.293D+00     6.483 0.116D-01    14.889 0.231D-01
   70  102   1392.992 0.297D+00     7.926 0.110D-01    14.409 0.225D-01
   70  103   1398.998 0.305D+00     6.006 0.100D-01    13.932 0.208D-01
   70  104   1406.430 0.312D+00     7.431 0.929D-02    13.437 0.191D-01
   70  105   1411.956 0.317D+00     5.525 0.914D-02    12.956 0.181D-01
   70  106   1418.884 0.317D+00     6.928 0.964D-02    12.453 0.185D-01
   70  107   1424.006 0.313D+00     5.122 0.107D-01    12.050 0.201D-01
   70  108   1430.937 0.308D+00     6.930 0.120D-01    12.053 0.225D-01
   70  109   1436.080 0.309D+00     5.144 0.135D-01    12.074 0.254D-01
   70  110   1442.644 0.322D+00     6.564 0.148D-01    11.708 0.282D-01
   70  111   1447.466 0.351D+00     4.822 0.158D-01    11.387 0.305D-01
   70  112   1453.732 0.396D+00     6.267 0.165D-01    11.090 0.321D-01
   70  113   1458.021 0.451D+00     4.290 0.170D-01    10.557 0.332D-01
   70  114   1463.818 0.512D+00     5.798 0.178D-01    10.088 0.345D-01
   70  115   1467.988 0.579D+00     4.172 0.194D-01     9.970 0.369D-01
   70  116   1473.647 0.651D+00     5.660 0.217D-01     9.832 0.407D-01
   70  117   1477.595 0.732D+00     3.950 0.243D-01     9.610 0.456D-01
   70  118   1483.012 0.823D+00     5.419 0.267D-01     9.369 0.507D-01
   70  119   1486.826 0.925D+00     3.815 0.291D-01     9.234 0.554D-01
   70  120   1492.078 0.104D+01     5.253 0.325D-01     9.068 0.608D-01
   70  121   1495.617 0.116D+01     3.540 0.387D-01     8.793 0.702D-01
   70  122   1500.549 0.131D+01     4.932 0.494D-01     8.472 0.871D-01
   70  123   1503.835 0.151D+01     3.286 0.640D-01     8.218 0.113D+00
   70  124   1508.457 0.177D+01     4.621 0.810D-01     7.907 0.145D+00
   70  125   1511.316 0.211D+01     2.857 0.980D-01     7.478 0.179D+00
   70  126   1515.456 0.254D+01     4.138 0.113D+00     6.995 0.211D+00
   70  127   1516.996 0.303D+01     1.537 0.124D+00     5.674 0.237D+00
   70  128   1519.820 0.355D+01     2.821 0.131D+00     4.358 0.255D+00
   70  129   1521.080 0.409D+01     1.256 0.134D+00     4.077 0.264D+00
   70  130   1523.614 0.461D+01     2.529 0.133D+00     3.786 0.266D+00
   70  131   1524.614 0.510D+01     0.995 0.130D+00     3.525 0.262D+00
   70  132   1526.906 0.557D+01     2.288 0.127D+00     3.284 0.256D+00
   70  133   1527.700 0.599D+01     0.790 0.123D+00     3.078 0.249D+00
   70  134   1529.814 0.639D+01     2.109 0.120D+00     2.899 0.243D+00
   70  135   1530.793 0.676D+01     0.976 0.117D+00     3.085 0.237D+00
   70  136   1533.512 0.711D+01     2.715 0.113D+00     3.691 0.230D+00
   70  137   1534.770 0.744D+01     1.255 0.108D+00     3.971 0.220D+00
   70  138   1537.285 0.775D+01     2.512 0.101D+00     3.767 0.209D+00
   70  139   1538.339 0.805D+01     1.052 0.947D-01     3.564 0.196D+00
   70  140   1540.644 0.832D+01     2.303 0.883D-01     3.355 0.183D+00
   70  141   1541.510 0.858D+01     0.865 0.829D-01     3.168 0.171D+00
   70  142   1543.606 0.882D+01     2.095 0.789D-01     2.959 0.161D+00
   70  143   1544.260 0.905D+01     0.652 0.767D-01     2.747 0.155D+00
   70  144   1546.128 0.927D+01     1.868 0.761D-01     2.520 0.152D+00
   70  145   1546.550 0.948D+01     0.421 0.769D-01     2.289 0.153D+00
   70  146   1548.173 0.968D+01     1.622 0.785D-01     2.044 0.155D+00
   70  147   1548.364 0.988D+01     0.191 0.806D-01     1.813 0.159D+00
   70  148   1549.722 0.101D+02     1.358 0.827D-01     1.549 0.163D+00
   70  149   1549.655 0.103D+02    -0.067 0.846D-01     1.291 0.167D+00
   70  150   1550.740 0.105D+02     1.086 0.859D-01     1.019 0.170D+00
   70  151   1550.427 0.107D+02    -0.313 0.864D-01     0.773 0.172D+00
   70  152   1551.233 0.109D+02     0.807 0.860D-01     0.494 0.172D+00
   70  153   1550.647 0.111D+02    -0.586 0.846D-01     0.220 0.171D+00
   70  154   1551.166 0.113D+02     0.519 0.823D-01    -0.067 0.167D+00
   70  155   1550.298 0.115D+02    -0.868 0.789D-01    -0.348 0.161D+00
   70  156   1550.531 0.116D+02     0.234 0.747D-01    -0.634 0.153D+00
   70  157   1549.384 0.118D+02    -1.148 0.696D-01    -0.914 0.144D+00
   70  158   1549.322 0.119D+02    -0.061 0.640D-01    -1.209 0.133D+00
   70  159   1547.885 0.120D+02    -1.437 0.582D-01    -1.499 0.122D+00
   70  160   1547.779 0.121D+02    -0.106 0.525D-01    -1.543 0.110D+00
   70  161   1546.733 0.122D+02    -1.046 0.479D-01    -1.152 0.999D-01
   70  162   1546.774 0.123D+02     0.041 0.450D-01    -1.006 0.922D-01
   70  163   1545.480 0.123D+02    -1.295 0.448D-01    -1.254 0.890D-01
   70  164   1545.248 0.123D+02    -0.232 0.477D-01    -1.526 0.918D-01
   70  165   1543.678 0.123D+02    -1.571 0.534D-01    -1.803 0.101D+00
   70  166   1543.167 0.122D+02    -0.512 0.613D-01    -2.082 0.114D+00
   70  167   1541.314 0.122D+02    -1.854 0.704D-01    -2.365 0.131D+00
   70  168   1540.518 0.122D+02    -0.797 0.803D-01    -2.651 0.151D+00
   70  169   1538.497 0.121D+02    -2.022 0.903D-01    -2.819 0.171D+00
   70  170   1537.582 0.121D+02    -0.917 0.100D+00    -2.939 0.191D+00
   70  171   1535.400 0.121D+02    -2.183 0.110D+00    -3.100 0.210D+00
   70  172   1534.303 0.121D+02    -1.099 0.118D+00    -3.282 0.228D+00
   70  173   1531.879 0.121D+02    -2.425 0.126D+00    -3.524 0.244D+00
   70  174   1530.529 0.122D+02    -1.352 0.132D+00    -3.777 0.258D+00
   70  175   1527.924 0.123D+02    -2.608 0.138D+00    -3.959 0.270D+00
   70  176   1526.372 0.124D+02    -1.554 0.142D+00    -4.161 0.279D+00
   70  177   1523.495 0.125D+02    -2.879 0.144D+00    -4.432 0.286D+00
   70  178   1521.663 0.127D+02    -1.834 0.146D+00    -4.713 0.290D+00
   70  179   1518.586 0.129D+02    -3.078 0.146D+00    -4.912 0.291D+00
   70  180   1516.536 0.132D+02    -2.051 0.144D+00    -5.129 0.290D+00
   70  181   1513.173 0.134D+02    -3.364 0.142D+00    -5.416 0.286D+00
   70  182   1510.828 0.136D+02    -2.346 0.138D+00    -5.711 0.280D+00
   71   72   1087.630 0.245D+01     0.000 0.000D+00     0.000 0.000D+00
   71   73   1100.322 0.220D+01    12.691 0.502D-01     0.000 0.000D+00
   71   74   1115.262 0.195D+01    14.938 0.476D-01    27.629 0.974D-01
   71   75   1127.914 0.169D+01    12.650 0.451D-01    27.588 0.922D-01
   71   76   1142.411 0.143D+01    14.496 0.425D-01    27.146 0.871D-01
   71   77   1154.529 0.118D+01    12.116 0.397D-01    26.611 0.818D-01
   71   78   1168.412 0.939D+00    13.882 0.365D-01    25.998 0.760D-01
   71   79   1180.101 0.727D+00    11.687 0.328D-01    25.569 0.691D-01
   71   80   1193.494 0.548D+00    13.392 0.285D-01    25.079 0.611D-01
   71   81   1204.624 0.409D+00    11.129 0.239D-01    24.521 0.523D-01
   71   82   1217.413 0.315D+00    12.789 0.195D-01    23.918 0.432D-01
   71   83   1227.027 0.263D+00     9.613 0.155D-01    22.402 0.347D-01
   71   84   1238.239 0.246D+00    11.211 0.122D-01    20.825 0.275D-01
   71   85   1247.523 0.246D+00     9.284 0.998D-02    20.495 0.220D-01
   71   86   1258.372 0.254D+00    10.850 0.855D-02    20.133 0.183D-01
   71   87   1267.250 0.264D+00     8.878 0.767D-02    19.728 0.161D-01
   71   88   1277.738 0.273D+00    10.488 0.707D-02    19.366 0.146D-01
   71   89   1286.427 0.280D+00     8.689 0.660D-02    19.177 0.136D-01
   71   90   1296.587 0.286D+00    10.160 0.630D-02    18.849 0.128D-01
   71   91   1304.988 0.290D+00     8.401 0.626D-02    18.561 0.124D-01
   71   92   1314.807 0.293D+00     9.819 0.651D-02    18.220 0.127D-01
   71   93   1322.924 0.296D+00     8.117 0.700D-02    17.936 0.134D-01
   71   94   1332.405 0.301D+00     9.482 0.753D-02    17.599 0.144D-01
   71   95   1340.492 0.308D+00     8.086 0.786D-02    17.568 0.153D-01
   71   96   1349.991 0.316D+00     9.500 0.783D-02    17.586 0.156D-01
   71   97   1357.805 0.321D+00     7.814 0.755D-02    17.314 0.152D-01
   71   98   1366.984 0.322D+00     9.179 0.759D-02    16.993 0.148D-01
   71   99   1374.361 0.315D+00     7.376 0.847D-02    16.556 0.157D-01
   71  100   1382.887 0.304D+00     8.525 0.993D-02    15.902 0.182D-01
   71  101   1389.811 0.292D+00     6.924 0.112D-01    15.450 0.210D-01
   71  102   1397.855 0.285D+00     8.043 0.117D-01    14.967 0.228D-01
   71  103   1404.334 0.284D+00     6.478 0.113D-01    14.521 0.229D-01
   71  104   1411.875 0.288D+00     7.540 0.104D-01    14.019 0.216D-01
   71  105   1417.884 0.294D+00     6.009 0.951D-02    13.549 0.197D-01
   71  106   1424.918 0.299D+00     7.033 0.911D-02    13.042 0.183D-01
   71  107   1430.724 0.301D+00     5.806 0.942D-02    12.839 0.183D-01
   71  108   1437.733 0.301D+00     7.008 0.103D-01    12.814 0.194D-01
   71  109   1443.356 0.301D+00     5.623 0.114D-01    12.632 0.214D-01
   71  110   1449.969 0.303D+00     6.612 0.126D-01    12.235 0.238D-01
   71  111   1455.246 0.312D+00     5.278 0.138D-01    11.890 0.263D-01
   71  112   1461.536 0.333D+00     6.291 0.150D-01    11.569 0.286D-01
   71  113   1466.308 0.367D+00     4.772 0.159D-01    11.063 0.307D-01
   71  114   1472.148 0.413D+00     5.842 0.167D-01    10.614 0.324D-01
   71  115   1476.796 0.467D+00     4.649 0.177D-01    10.490 0.341D-01
   71  116   1482.466 0.528D+00     5.672 0.192D-01    10.321 0.365D-01
   71  117   1486.886 0.594D+00     4.421 0.212D-01    10.093 0.401D-01
   71  118   1492.307 0.669D+00     5.423 0.236D-01     9.844 0.445D-01
   71  119   1496.621 0.753D+00     4.316 0.258D-01     9.739 0.491D-01
   71  120   1501.875 0.845D+00     5.256 0.276D-01     9.572 0.530D-01
   71  121   1505.945 0.946D+00     4.071 0.299D-01     9.327 0.569D-01
   71  122   1510.910 0.106D+01     4.966 0.346D-01     9.036 0.635D-01
   71  123   1514.777 0.118D+01     3.867 0.436D-01     8.833 0.771D-01
   71  124   1519.479 0.135D+01     4.702 0.572D-01     8.569 0.100D+00
   71  125   1522.988 0.157D+01     3.508 0.739D-01     8.210 0.131D+00
   71  126   1527.254 0.189D+01     4.265 0.917D-01     7.773 0.165D+00
   71  127   1529.420 0.229D+01     2.164 0.108D+00     6.428 0.200D+00
   71  128   1532.320 0.277D+01     2.898 0.122D+00     5.062 0.230D+00
   71  129   1534.226 0.331D+01     1.902 0.131D+00     4.800 0.253D+00
   71  130   1536.812 0.387D+01     2.582 0.136D+00     4.485 0.267D+00
   71  131   1538.432 0.442D+01     1.615 0.136D+00     4.198 0.272D+00
   71  132   1540.722 0.496D+01     2.286 0.133D+00     3.901 0.269D+00
   71  133   1542.078 0.545D+01     1.351 0.129D+00     3.637 0.261D+00
   71  134   1544.116 0.589D+01     2.033 0.124D+00     3.384 0.252D+00
   71  135   1545.275 0.629D+01     1.155 0.120D+00     3.188 0.242D+00
   71  136   1547.464 0.665D+01     2.185 0.116D+00     3.340 0.235D+00
   71  137   1549.191 0.698D+01     1.723 0.113D+00     3.908 0.229D+00
